Customer ID,First Name,Last Name,Date of Birth,Country,Education,Annual Income,Marital Status,Gender,Date of First Transaction,Exited,IsActiveMember,Account Balance,Current Account,Saving Account,Mortgage,Credit Score,Has Credit Card,Number of Complaints,Satisfaction Score
1004378,Larry,Collins,2006-03-28,Germany,Master,138402.31,Single,Male,2015-10-24,No,No,241628.08,No,No,Yes,488,Yes,5,4.99
1004379,Dan,Parker,1961-10-14,UK,Bachelor,121230.05,Single,Female,2018-04-01,No,No,135445.75,No,Yes,No,456,Yes,14,1.65
1004380,David,Cohen,2005-06-28,USA,GCSE,90688.52,Married,Male,2003-10-29,Yes,No,108163.57,No,No,No,310,No,14,1.3
1004381,Chris,King,1953-10-25,UK,Doctorate,138482.09,Single with Partner,Female,2022-07-27,No,No,49172.97,Yes,Yes,No,843,Yes,18,1.69
1004382,Samantha,Carter,1986-03-10,UK,Bachelor,188653.01,Single,Male,2022-06-28,No,No,96355.93,No,Yes,Yes,491,No,16,2.26
1004383,Susan,Johnson,1957-05-24,USA,Bachelor,157309.13,Single with Partner,Female,2021-06-25,No,No,157956.19,Yes,Yes,No,346,No,0,3.84
1004384,Christopher,Robinson,1962-03-02,USA,GCSE,74941.02,Married,Male,2006-03-16,No,No,10059.81,Yes,No,Yes,774,Yes,14,3.15
1004385,Earl,Johnson,1995-04-26,Germany,Master,180314.92,Married,Male,2013-05-21,No,No,21193.25,Yes,Yes,Yes,485,Yes,13,1.22
1004386,Ashley,Ramirez,1986-06-05,USA,Master,182354.45,Single,Male,2012-03-29,No,Yes,1741.95,No,No,Yes,775,No,5,3.01
1004387,Maria,Johnson,1969-08-15,Canada,Master,171412.07,Married,Male,2010-05-12,No,Yes,55044.26,No,No,Yes,780,Yes,2,3.38
1004388,Noah,Hill,1963-01-10,UK,Master,195074.55,Single,Female,2000-11-23,No,Yes,46075.0,Yes,Yes,No,729,No,13,1.53
1004389,Erika,Walker,1978-10-03,UK,Bachelor,198583.87,Married,Female,2010-06-25,No,Yes,212761.6,No,Yes,No,729,No,12,1.34
1004390,Samantha,Cooper,1983-02-19,UK,Bachelor,195750.84,Single with Partner,Male,2011-03-07,No,No,46635.41,No,No,No,404,Yes,8,2.68
1004391,Theresa,Dixon,1946-09-11,UK,GCSE,103121.2,Single with Partner,Female,2001-07-25,No,Yes,165430.78,Yes,No,No,469,Yes,20,4.1
1004392,Jody,Guerra,1979-10-28,USA,Master,176450.02,Single with Partner,Male,2020-04-18,No,Yes,29942.44,Yes,No,No,536,Yes,11,1.66
1004393,Debbie,Reynolds,1980-03-04,USA,GCSE,87679.28,Single,Male,2013-04-24,No,No,148552.52,Yes,Yes,Yes,674,Yes,14,1.52
1004394,Karen,Brown,1950-11-30,UK,Master,128300.01,Married,Male,2008-07-08,No,No,109130.79,No,Yes,Yes,772,No,19,4.36
1004395,Hayley,Henson,1998-06-19,Canada,Bachelor,141718.75,Single,Male,2016-12-30,Yes,No,102403.56,No,No,No,449,No,0,2.03
1004396,Kayla,Welch,1954-01-03,Germany,Bachelor,120455.06,Single with Partner,Female,2020-02-18,Yes,No,214197.85,No,No,No,819,Yes,10,1.48
1004397,Maria,Price,1970-05-31,UK,Doctorate,130992.79,Divorced,Female,2010-01-08,No,Yes,42262.78,Yes,No,Yes,520,No,13,4.63
1004398,Sara,Castillo,1952-10-16,UK,GCSE,66166.03,Single with Partner,Male,2006-01-25,No,Yes,148966.45,No,Yes,No,592,Yes,1,2.53
1004399,Rebecca,Olson,1996-10-28,UK,Master,131722.92,Single,Male,2009-11-26,No,Yes,205537.27,No,No,Yes,319,No,7,2.67
1004400,Peggy,Johnson,1958-09-09,UK,GCSE,110559.69,Married,Female,2002-09-06,Yes,No,178588.65,Yes,Yes,No,671,No,10,4.87
1004401,Kelly,Brown,1986-04-01,UK,GCSE,101347.12,Single,Male,2000-02-04,Yes,No,245843.12,No,Yes,Yes,475,Yes,19,3.82
1004402,Gregory,Allen,2000-08-27,USA,Bachelor,125728.95,Single,Male,2012-01-10,No,Yes,925.63,Yes,Yes,No,345,Yes,11,4.65
1004403,Elizabeth,Parks,1959-07-07,UK,GCSE,47895.72,Single,Male,2023-06-10,No,Yes,221136.08,No,Yes,Yes,423,No,16,2.22
1004404,Casey,Alexander,1980-12-14,UK,Master,185525.75,Married,Female,2003-12-10,No,No,153517.46,No,Yes,No,521,No,20,3.43
1004405,Sean,Davis,2000-05-29,Canada,Bachelor,184243.69,Married,Female,2005-01-08,No,Yes,1020.14,Yes,No,Yes,581,Yes,11,2.86
1004406,Jacqueline,Perez,1975-09-14,USA,GCSE,114763.25,Married,Female,2005-07-20,No,Yes,116587.26,No,Yes,Yes,571,Yes,19,5.0
1004407,Tara,Cortez,1982-03-25,Canada,GCSE,119764.59,Married,Male,2011-08-27,No,Yes,191952.37,Yes,No,No,315,Yes,9,2.94
1004408,Derek,Richards,1958-10-31,UK,Master,198101.61,Single with Partner,Female,2013-07-23,No,No,45963.66,No,Yes,Yes,677,No,20,3.75
1004409,Valerie,Burgess,2000-06-08,UK,Master,152811.04,Single,Male,2003-03-16,Yes,No,169747.9,Yes,Yes,Yes,412,Yes,2,1.81
1004410,Cody,Allen,1959-11-09,USA,Bachelor,140026.28,Single,Female,2016-04-16,No,Yes,35261.24,Yes,No,Yes,614,Yes,3,1.56
1004411,Joanna,Roberts,1961-10-08,UK,Bachelor,180672.82,Single with Partner,Male,2021-01-03,No,Yes,200941.73,Yes,Yes,No,721,Yes,4,1.4
1004412,John,Rogers,1979-10-05,UK,Master,143941.83,Married,Male,2005-04-22,No,Yes,142288.46,Yes,No,Yes,745,No,15,3.29
1004413,Sheryl,Cooper,1996-10-29,USA,Master,184512.03,Single,Female,2009-09-04,No,Yes,8858.11,No,Yes,Yes,550,No,9,4.49
1004414,William,Tanner,1998-01-19,USA,GCSE,75259.65,Single with Partner,Female,2017-10-21,Yes,No,23082.58,Yes,Yes,No,356,No,3,4.5
1004415,Christina,Page,1954-12-22,USA,Master,183514.18,Married,Female,2004-01-18,No,No,216020.72,Yes,No,No,480,Yes,11,1.28
1004416,Jacqueline,Logan,1954-04-02,USA,Master,142070.39,Married,Male,2011-07-22,No,Yes,8637.15,No,No,Yes,542,No,14,4.18
1004417,Patricia,Esparza,1984-02-05,USA,Master,160642.19,Married,Female,2016-03-19,No,Yes,74916.23,Yes,No,No,847,Yes,1,4.52
1004418,Evelyn,Hart,1984-04-01,UK,Master,165121.9,Married,Female,2008-08-12,Yes,No,141901.21,No,No,No,341,Yes,0,4.23
1004419,Kristen,Le,1996-04-03,UK,Doctorate,195448.65,Married,Female,2006-07-06,Yes,No,53674.57,Yes,Yes,No,762,Yes,19,1.1
1004420,Mia,Peck,2001-12-14,UK,GCSE,49593.37,Married,Female,2008-02-19,No,Yes,56368.35,Yes,Yes,No,351,No,12,3.82
1004421,Christopher,Kim,1955-10-02,UK,Doctorate,194935.06,Married,Male,2005-05-29,No,Yes,194098.09,Yes,Yes,Yes,576,No,17,2.48
1004422,Michelle,Giles,2003-08-07,Canada,Bachelor,184388.71,Divorced,Male,2012-03-19,Yes,No,73032.25,Yes,No,Yes,699,Yes,8,3.91
1004423,Amy,Bright,2001-11-18,USA,Master,178471.52,Married,Female,2011-12-16,No,No,10030.3,No,Yes,No,539,No,14,2.84
1004424,Alexis,Chan,2005-08-16,Germany,GCSE,99539.55,Single with Partner,Male,2001-09-18,No,No,180392.0,Yes,No,Yes,382,No,17,3.68
1004425,Robin,Young,1947-07-16,UK,Bachelor,168434.0,Married,Male,2013-05-08,No,Yes,238609.74,No,No,No,319,Yes,1,2.1
1004426,Timothy,Wade,2000-08-10,UK,Master,139526.4,Married,Male,2006-12-05,No,No,208050.72,Yes,No,No,421,No,19,1.58
1004427,Andre,Jenkins,1953-05-05,UK,Master,135159.6,Single,Female,2016-11-05,No,No,137321.08,No,No,No,657,Yes,18,4.69
1004428,Sheryl,Morris,2003-12-12,UK,GCSE,107168.78,Single with Partner,Male,2018-08-07,No,Yes,106450.98,No,Yes,No,688,Yes,3,3.88
1004429,Jeffery,Edwards,1954-12-18,UK,Bachelor,178011.15,Single with Partner,Male,2014-08-11,No,Yes,231321.23,No,No,Yes,595,No,20,4.77
1004430,Jeffrey,Lewis,1997-04-08,Germany,GCSE,44467.61,Single,Male,2001-07-25,Yes,No,191649.87,Yes,Yes,No,374,No,17,4.23
1004431,Bryce,Turner,1965-02-03,USA,Doctorate,169207.47,Single,Male,2012-10-17,No,Yes,142836.05,Yes,Yes,No,781,No,13,1.92
1004432,Devin,Hall,1963-08-30,USA,Doctorate,155803.72,Divorced,Male,2004-11-29,No,Yes,220003.65,Yes,Yes,No,669,Yes,12,3.8
1004433,Caleb,Choi,1992-03-24,USA,GCSE,39230.9,Single with Partner,Male,2000-10-07,No,Yes,150587.41,No,Yes,No,339,No,6,3.24
1004434,John,Reeves,1993-04-20,Canada,Master,162548.57,Married,Female,2003-07-27,No,Yes,243386.77,No,No,Yes,665,No,13,2.11
1004435,Candice,Baird,1976-05-16,UK,Doctorate,142521.53,Married,Male,2022-03-09,No,No,214629.3,Yes,Yes,No,579,Yes,18,4.46
1004436,Michael,Hawkins,1975-06-08,UK,Bachelor,127699.53,Single with Partner,Female,2002-05-31,No,No,137791.13,Yes,No,Yes,653,Yes,12,4.12
1004437,Melissa,Scott,1995-05-17,UK,Master,157356.66,Single,Female,2017-12-04,No,Yes,230739.92,Yes,Yes,Yes,339,No,20,1.51
1004438,Marie,Wiggins,1991-12-14,Germany,Bachelor,167208.68,Single with Partner,Male,2010-02-13,No,No,85872.76,Yes,Yes,No,448,No,12,3.28
1004439,Charles,Copeland,1952-05-19,Canada,Master,123752.51,Married,Male,2021-11-27,Yes,No,175351.38,Yes,Yes,Yes,548,Yes,13,4.07
1004440,Alice,Cummings,2001-03-29,UK,Bachelor,152167.42,Single with Partner,Female,2016-04-10,No,No,43150.39,No,Yes,Yes,441,Yes,17,1.64
1004441,Joe,Khan,1969-05-18,Germany,Bachelor,140612.95,Single,Male,2021-01-03,Yes,No,223883.08,Yes,Yes,No,575,Yes,18,4.97
1004442,Jennifer,French,1982-01-12,Germany,Bachelor,122452.05,Married,Male,2023-05-20,No,No,62313.32,Yes,Yes,Yes,703,No,1,3.42
1004443,Robert,Zimmerman,1945-06-08,UK,GCSE,36063.6,Married,Male,2011-02-15,No,Yes,237278.51,Yes,Yes,Yes,328,No,9,4.45
1004444,Wendy,Alvarado,1962-10-18,UK,Master,131122.73,Single with Partner,Male,2010-08-03,Yes,No,4641.07,Yes,Yes,Yes,758,Yes,10,3.19
1004445,William,Compton,1970-11-22,USA,Bachelor,134629.94,Single with Partner,Male,2021-05-29,No,No,170586.49,Yes,No,Yes,765,No,12,2.24
1004446,Richard,Bishop,1973-07-19,Canada,Bachelor,184270.21,Single with Partner,Male,2012-04-01,No,No,37854.02,Yes,Yes,No,411,No,16,4.34
1004447,Francisco,Carter,1948-04-09,UK,Doctorate,155159.35,Single with Partner,Male,2009-03-01,No,No,192794.54,Yes,No,Yes,829,Yes,7,2.79
1004448,Michael,Smith,1986-03-27,Germany,Bachelor,131766.88,Married,Female,2016-05-19,No,Yes,123179.72,Yes,No,Yes,692,Yes,18,3.33
1004449,Chelsea,Perez,1951-10-13,UK,Bachelor,128023.76,Single,Female,2005-04-21,Yes,No,227448.7,Yes,No,Yes,681,Yes,6,3.3
1004450,Christian,Zavala,1970-06-04,Germany,Doctorate,143835.24,Single with Partner,Male,2006-11-11,Yes,No,178881.27,No,Yes,Yes,365,Yes,2,1.24
1004451,Mallory,Taylor,1985-09-12,USA,Doctorate,183841.24,Single with Partner,Male,2009-09-06,Yes,No,192159.19,Yes,Yes,Yes,600,No,7,2.36
1004452,Wesley,Martin,1973-09-15,USA,GCSE,58988.15,Single,Female,2010-05-03,No,No,30471.65,Yes,Yes,Yes,580,Yes,14,2.33
1004453,Juan,Santana,1976-10-30,Germany,Bachelor,132791.79,Married,Male,2015-12-15,No,No,24501.68,Yes,Yes,No,457,Yes,5,1.17
1004454,David,Porter,1976-07-12,Germany,Doctorate,152329.29,Single,Male,2023-06-19,No,Yes,212699.2,No,Yes,No,760,Yes,8,1.42
1004455,Mary,Mcmillan,1977-10-03,Germany,Bachelor,164424.92,Single,Female,2000-12-06,No,Yes,56753.15,Yes,No,Yes,715,Yes,16,3.28
1004456,Laura,Freeman,2001-02-23,UK,Bachelor,122366.73,Single with Partner,Female,2005-04-16,No,Yes,216788.68,No,No,No,767,Yes,0,2.29
1004457,Ronald,Sullivan,1960-06-29,USA,GCSE,84253.61,Single with Partner,Female,2019-02-10,No,Yes,35977.52,Yes,No,Yes,643,Yes,17,3.01
1004458,Brittany,Crawford,1971-06-01,UK,GCSE,61929.67,Married,Male,2021-12-08,No,No,77389.44,Yes,Yes,No,681,No,13,2.93
1004459,Theresa,Huber,1989-06-02,USA,Master,120778.07,Single with Partner,Male,2018-12-15,Yes,No,232213.19,Yes,No,No,347,No,14,3.62
1004460,Sierra,Lewis,1969-07-26,USA,Master,173911.15,Single,Male,2006-05-22,Yes,No,209993.57,Yes,No,No,487,Yes,19,4.4
1004461,Danielle,Thompson,1978-03-09,USA,Doctorate,176991.01,Single,Male,2019-09-02,Yes,No,13938.96,No,No,No,602,No,12,1.91
1004462,Karen,Fischer,1975-04-17,USA,Master,170307.18,Single with Partner,Male,2023-05-31,No,No,112245.14,Yes,No,No,437,Yes,20,2.45
1004463,Randy,Young,1982-06-18,Canada,GCSE,56825.3,Married,Male,2010-02-22,No,No,227503.01,Yes,Yes,Yes,788,Yes,8,3.23
1004464,Dustin,Washington,2000-05-23,UK,GCSE,74842.07,Married,Male,2020-12-07,Yes,No,4083.56,Yes,No,Yes,629,No,4,3.97
1004465,Denise,Lambert,1983-03-25,USA,Doctorate,150972.62,Single with Partner,Male,2016-06-05,Yes,No,27186.94,No,Yes,No,819,No,17,2.53
1004466,Javier,Wilson,1980-11-16,UK,Bachelor,176049.74,Single with Partner,Female,2018-12-26,No,No,161440.89,No,Yes,Yes,637,Yes,8,2.06
1004467,Elizabeth,Allen,1960-04-29,UK,Bachelor,166686.41,Single with Partner,Female,2006-12-13,No,No,26603.88,No,Yes,Yes,540,No,8,3.7
1004468,Darren,Bowman,1995-12-03,UK,Doctorate,126543.93,Single with Partner,Female,2015-04-19,No,Yes,112430.03,No,Yes,No,709,No,6,3.66
1004469,James,Yates,1945-04-04,Canada,Bachelor,171447.48,Married,Male,2016-11-25,No,Yes,127152.57,Yes,No,No,694,No,3,4.03
1004470,Isabel,Harris,1990-03-08,Germany,GCSE,89974.89,Married,Male,2005-03-04,No,No,215119.41,No,No,Yes,310,No,4,2.99
1004471,Howard,Alvarez,1972-05-30,Canada,Doctorate,149656.17,Single with Partner,Female,2005-11-21,Yes,No,239364.75,Yes,No,No,479,Yes,0,1.3
1004472,Terri,Rodriguez,1947-12-04,Canada,Doctorate,190062.86,Single with Partner,Female,2004-04-16,Yes,No,128252.84,Yes,No,Yes,457,No,14,3.35
1004473,Joshua,Walls,1945-06-04,UK,GCSE,104929.38,Single,Female,2023-08-12,No,No,127785.94,Yes,Yes,Yes,473,Yes,8,2.26
1004474,Jacqueline,Guzman,1951-08-16,UK,Master,134013.32,Married,Male,2003-06-29,Yes,No,181808.12,Yes,No,Yes,314,Yes,1,4.99
1004475,Kathleen,Santiago,1950-08-24,USA,Bachelor,192341.3,Single with Partner,Female,2005-09-22,No,Yes,48449.65,No,Yes,No,839,Yes,20,3.33
1004476,Joshua,Russell,1990-03-14,USA,Bachelor,155269.79,Single,Female,2007-04-11,No,No,235238.29,No,Yes,No,490,No,11,2.77
1004477,Nathaniel,Jimenez,1964-05-25,USA,Doctorate,177899.97,Single with Partner,Male,2005-04-22,No,No,699.25,Yes,No,No,357,Yes,2,4.05
1004478,Sarah,Rodriguez,2003-09-09,UK,Doctorate,185127.76,Single,Male,2018-09-06,No,No,847.75,No,Yes,No,752,Yes,1,4.91
1004479,John,Wheeler,1979-05-13,USA,GCSE,72490.79,Married,Male,2001-03-27,Yes,No,156566.32,No,No,Yes,533,No,0,2.97
1004480,Sandra,White,1989-02-28,USA,GCSE,62313.79,Single with Partner,Female,2012-02-22,No,No,85634.58,No,Yes,No,627,Yes,9,2.33
1004481,Samuel,Cobb,1970-07-08,UK,GCSE,111883.33,Single,Male,2013-12-24,No,No,99769.56,No,No,No,792,No,7,2.93
1004482,Christie,Harris,1968-11-10,USA,Bachelor,138468.28,Single,Female,2016-01-05,No,No,55670.72,Yes,No,Yes,550,Yes,5,3.78
1004483,Tracy,Reed,1947-10-15,USA,GCSE,48669.13,Single with Partner,Male,2023-10-08,Yes,No,102187.48,No,Yes,Yes,849,Yes,18,3.69
1004484,Mark,Curry,1987-08-22,USA,Bachelor,148929.63,Single with Partner,Female,2006-12-10,No,No,207064.59,No,No,No,735,Yes,18,3.98
1004485,Chelsea,Schmidt,2004-11-03,UK,GCSE,106508.71,Married,Male,2017-08-06,No,Yes,174932.66,No,No,Yes,345,No,2,3.48
1004486,Barry,Fernandez,1982-11-16,Germany,Bachelor,195103.06,Single,Male,2023-11-20,No,Yes,24025.58,No,Yes,No,608,No,20,4.82
1004487,Gregory,Owens,1959-11-14,UK,GCSE,45126.5,Married,Female,2022-07-17,No,No,14547.29,No,No,No,841,Yes,12,2.46
1004488,Thomas,Hardin,1959-03-08,UK,Master,189109.61,Married,Female,2005-04-03,No,Yes,126745.72,Yes,No,Yes,687,No,19,1.0
1004489,Louis,Jones,1976-02-13,Germany,GCSE,48787.48,Single,Female,2003-06-14,Yes,No,182648.18,No,No,Yes,618,No,9,1.6
1004490,William,Collins,1969-01-22,USA,Bachelor,197651.3,Married,Male,2023-04-07,No,Yes,166256.47,Yes,No,No,744,Yes,9,1.18
1004491,Megan,Sharp,1956-05-05,UK,Master,167792.63,Married,Male,2007-10-09,No,No,216083.03,No,Yes,Yes,761,No,13,1.61
1004492,Robert,Harmon,1964-11-04,USA,Master,120566.92,Married,Male,2002-04-22,No,Yes,33662.85,Yes,No,No,647,No,0,1.86
1004493,Emily,Zimmerman,1987-03-31,USA,GCSE,27276.47,Single,Male,2018-05-10,Yes,No,151595.86,No,Yes,Yes,724,Yes,12,2.09
1004494,Lauren,Moore,1979-09-15,Germany,GCSE,38158.51,Single,Male,2005-05-01,No,Yes,191597.23,No,No,Yes,564,No,11,1.1
1004495,Sarah,Benton,1995-06-25,Germany,Master,135005.85,Divorced,Male,2000-11-27,Yes,No,234485.06,Yes,No,Yes,397,Yes,5,2.13
1004496,Melissa,Turner,1980-10-14,USA,Bachelor,181409.53,Divorced,Female,2022-11-23,No,No,25580.41,Yes,Yes,Yes,502,No,8,1.59
1004497,Patrick,Taylor,1985-12-26,USA,Master,137821.27,Married,Male,2018-11-15,No,Yes,60214.61,Yes,Yes,No,446,No,5,1.34
1004498,Alejandra,Thompson,1983-12-29,UK,Bachelor,197531.33,Single with Partner,Female,2014-03-23,Yes,No,88906.02,No,No,Yes,675,No,19,3.33
1004499,Roberto,Brown,1994-03-07,UK,Bachelor,170888.96,Single with Partner,Female,2016-02-19,No,No,135371.31,No,Yes,Yes,343,No,5,1.77
1004500,Michael,Jordan,1964-11-24,USA,Bachelor,175401.4,Single,Male,2003-01-24,No,Yes,102389.6,No,No,Yes,529,Yes,12,1.33
1004501,Robin,Taylor,2006-03-06,USA,Master,137425.32,Married,Female,2006-03-23,Yes,No,215334.87,Yes,Yes,Yes,586,Yes,2,1.72
1004502,Jason,Thomas,1982-06-21,USA,Doctorate,191416.51,Married,Male,2005-08-07,No,Yes,237651.52,Yes,No,No,435,Yes,4,4.47
1004503,Joshua,Juarez,1979-12-08,UK,GCSE,88110.2,Married,Female,2004-03-24,Yes,No,17891.63,Yes,No,Yes,307,No,9,3.12
1004504,Michelle,Jefferson,1994-05-05,UK,Bachelor,189152.45,Married,Female,2007-09-05,No,No,175040.29,Yes,No,Yes,547,No,19,3.14
1004505,Derek,Foster,1944-12-16,USA,GCSE,115822.19,Divorced,Female,2002-11-11,No,No,28922.62,Yes,Yes,Yes,523,Yes,15,2.09
1004506,Alison,Moore,1986-02-22,UK,Bachelor,130051.28,Single with Partner,Female,2017-06-25,No,No,224529.61,No,Yes,No,679,No,19,3.06
1004507,Joseph,Herman,1990-10-31,Germany,Doctorate,127726.98,Single with Partner,Male,2012-12-18,Yes,No,35867.8,Yes,Yes,No,386,No,17,3.94
1004508,Aaron,Dominguez,1998-06-29,UK,Bachelor,184272.63,Single with Partner,Male,2011-06-04,No,No,247881.2,No,No,No,809,Yes,18,3.39
1004509,Timothy,Bell,1993-12-28,USA,Doctorate,189290.08,Single with Partner,Male,2005-09-23,Yes,No,107166.45,Yes,No,No,399,No,11,3.15
1004510,Christopher,Cain,1965-05-12,Canada,Master,166700.91,Married,Male,2006-09-02,No,No,95731.45,Yes,No,Yes,821,No,14,2.45
1004511,Marie,Flores,1961-05-22,UK,Doctorate,149280.04,Single,Female,2020-01-28,Yes,No,146735.61,Yes,Yes,No,384,Yes,0,3.52
1004512,Kathryn,Galloway,2001-10-22,USA,Master,172210.37,Married,Female,2012-08-21,No,Yes,98831.37,No,Yes,No,462,No,6,4.43
1004513,Brian,Crawford,1944-12-17,UK,GCSE,53343.75,Single with Partner,Male,2006-06-04,No,Yes,58979.52,No,No,No,347,No,3,1.76
1004514,Sarah,Jordan,1945-12-31,USA,GCSE,46885.03,Married,Male,2014-11-26,Yes,No,157434.3,Yes,No,Yes,746,Yes,14,4.3
1004515,Sarah,Williamson,1965-04-30,USA,Bachelor,159051.62,Single with Partner,Male,2021-03-03,Yes,No,182199.55,Yes,No,No,696,No,15,2.94
1004516,Gabriel,Green,1946-09-02,USA,GCSE,44750.77,Divorced,Male,2018-08-25,Yes,No,236352.27,No,No,No,608,No,6,4.92
1004517,Sarah,Watson,1953-04-11,USA,Bachelor,158696.29,Married,Male,2007-03-15,No,No,102516.0,No,No,Yes,506,Yes,7,2.05
1004518,John,Scott,1957-09-29,Germany,Bachelor,196528.52,Married,Female,2005-04-10,No,No,176560.92,Yes,Yes,No,654,No,20,1.39
1004519,Travis,Bell,1988-08-29,UK,Doctorate,187182.72,Single with Partner,Female,2009-07-31,No,No,208467.44,Yes,Yes,No,564,No,15,1.64
1004520,Jennifer,Collins,1997-09-17,UK,Bachelor,195330.47,Single,Male,2013-05-21,Yes,No,207913.4,Yes,No,No,369,No,17,1.08
1004521,Carrie,Sims,1957-04-28,Germany,Master,184506.32,Single,Female,2011-11-13,Yes,No,8953.83,No,Yes,No,494,No,16,2.46
1004522,Jessica,Nielsen,2005-10-06,USA,Doctorate,148380.07,Single with Partner,Female,2022-05-14,No,Yes,89183.3,Yes,No,No,799,Yes,11,2.28
1004523,Elizabeth,Cummings,1961-11-16,Germany,Master,184963.62,Single with Partner,Male,2002-03-31,No,Yes,3749.22,No,Yes,Yes,535,No,2,3.55
1004524,Wesley,Martinez,1959-08-21,USA,GCSE,112599.91,Married,Female,2008-02-04,No,No,139946.35,Yes,No,Yes,659,Yes,15,1.65
1004525,Jeremy,Miller,1970-07-13,Germany,Bachelor,195762.86,Single with Partner,Male,2016-06-16,No,Yes,216326.57,Yes,No,Yes,825,No,7,4.04
1004526,David,Dunn,1996-11-07,USA,Bachelor,174655.83,Married,Male,2022-09-12,No,Yes,203803.54,Yes,Yes,Yes,748,Yes,4,2.29
1004527,Rebecca,Rodriguez,1959-04-30,Germany,Bachelor,136909.33,Single with Partner,Female,2020-09-16,Yes,No,202887.89,No,No,No,389,No,11,4.51
1004528,Jonathan,Ellis,1953-10-19,Canada,Bachelor,123178.33,Single with Partner,Male,2002-11-05,Yes,No,88218.27,Yes,Yes,No,437,Yes,4,1.73
1004529,Karen,Kirk,1963-03-31,USA,Master,131776.02,Single,Male,2000-06-01,Yes,No,11963.88,No,No,Yes,740,No,8,4.19
1004530,Joseph,Miller,1966-03-02,UK,Bachelor,197243.75,Married,Female,2004-07-04,No,Yes,43435.46,No,No,Yes,829,No,8,1.74
1004531,Joshua,Martin,1971-06-26,UK,Bachelor,156967.75,Divorced,Female,2023-06-10,No,No,167804.56,No,No,No,677,No,8,1.08
1004532,Juan,Anderson,1973-07-21,UK,Doctorate,188398.88,Single,Male,2018-11-02,No,No,33807.16,No,No,No,369,Yes,7,1.23
1004533,Abigail,Baker,1997-04-24,UK,GCSE,68644.24,Single,Male,2015-01-26,No,No,31681.96,No,No,Yes,624,No,7,4.26
1004534,Nicole,Smith,1958-02-11,UK,Bachelor,172865.41,Married,Male,2012-02-22,No,No,88677.34,Yes,No,Yes,756,No,1,3.13
1004535,Amanda,Lindsey,1990-11-16,USA,Master,121931.26,Single,Female,2017-03-08,Yes,No,23995.89,Yes,No,No,494,Yes,17,2.29
1004536,Mallory,Mckinney,1980-10-02,USA,GCSE,47987.03,Single with Partner,Male,2007-02-24,No,Yes,82714.12,No,Yes,Yes,484,Yes,20,3.57
1004537,Jennifer,Brown,1964-06-08,USA,Master,154901.54,Single,Female,2010-02-07,Yes,No,242435.29,Yes,Yes,No,346,No,14,2.51
1004538,Peter,Robinson,1945-04-06,USA,GCSE,84540.58,Single with Partner,Female,2021-07-12,No,Yes,5379.8,No,No,No,475,No,20,4.28
1004539,Abigail,Mclaughlin,1952-05-19,UK,Master,133721.7,Married,Male,2022-08-06,Yes,No,207703.48,Yes,No,Yes,691,No,15,3.99
1004540,Kurt,Lewis,1979-06-10,UK,Bachelor,181164.12,Single with Partner,Male,2003-07-31,Yes,No,248407.97,No,Yes,Yes,757,No,15,2.87
1004541,Christopher,Whitney,1981-10-22,UK,Bachelor,149152.38,Married,Male,2002-01-15,No,No,109326.76,No,No,Yes,669,Yes,0,1.04
1004542,Michael,Gonzalez,1990-10-16,USA,Bachelor,185394.82,Married,Male,2001-09-04,No,Yes,235786.62,Yes,Yes,No,655,Yes,5,3.08
1004543,Terri,Lee,1977-01-24,UK,GCSE,33405.03,Divorced,Female,2004-01-25,No,No,65581.76,No,Yes,No,622,Yes,9,2.53
1004544,Jennifer,Hunt,1986-09-26,UK,GCSE,89256.63,Single,Female,2007-04-21,Yes,No,245581.41,Yes,No,No,787,Yes,13,3.38
1004545,Gina,Smith,1999-06-08,USA,Bachelor,143466.27,Married,Male,2019-12-12,No,No,215443.21,Yes,Yes,Yes,642,No,15,1.64
1004546,Joseph,Farrell,1984-05-19,Germany,Bachelor,183630.65,Divorced,Female,2023-10-24,No,No,221220.51,Yes,Yes,Yes,522,No,20,3.66
1004547,Dawn,Hunt,1946-10-16,UK,Bachelor,152173.63,Single with Partner,Male,2020-12-16,No,Yes,32947.43,No,Yes,Yes,416,Yes,1,1.82
1004548,Justin,Wilson,1949-11-10,USA,Bachelor,173227.97,Single with Partner,Male,2007-03-02,No,No,217567.58,No,No,Yes,796,No,7,4.92
1004549,Jesse,Hanson,1970-12-27,USA,Bachelor,194744.42,Single,Male,2011-02-09,No,Yes,235479.02,Yes,No,Yes,602,Yes,6,4.28
1004550,Michael,Gibson,1968-04-10,Germany,Master,121650.13,Single,Male,2017-02-01,Yes,No,204834.38,No,No,Yes,784,Yes,20,1.72
1004551,Tiffany,Duran,1961-03-05,Canada,Bachelor,120889.34,Single,Male,2012-02-02,No,Yes,23204.46,No,No,No,352,No,17,3.18
1004552,Amanda,Anderson,1960-11-12,UK,GCSE,97946.81,Divorced,Female,2014-09-13,No,No,21560.25,Yes,No,No,508,Yes,17,2.82
1004553,Marc,Lara,1950-08-28,UK,Master,171711.44,Divorced,Male,2004-01-16,Yes,No,89658.46,No,Yes,Yes,837,No,0,4.24
1004554,Michele,Erickson,1957-04-15,Germany,Master,143438.38,Married,Female,2017-02-28,No,Yes,176349.45,No,Yes,Yes,514,Yes,7,3.96
